"","CALENDAR_YEAR","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","TOTAL_DAYS","TOTAL_OBSERVERS","TOTAL_CRUISES","DISTINCT_OBSERVER_ASSIGNMENTS","OLE_CATEGORY","AFFIDAVIT_TYPE","TOTAL_STATEMENTS","TOTAL_INCIDENTS","CONFI_FLAG","AFFIS_PER_DAY","INCIDENTS_PER_DAY","STATEMENTS_PER_1000_DEPLOYED_DAYS","INCIDENTS_PER_1000_DEPLOYED_DAYS","STATEMENTS_PER_90_DEPLOYED_DAYS","INCIDENTS_PER_90_DEPLOYED_DAYS","STATEMENTS_PER_OBSERVER","INCIDENTS_PER_OBSERVER","STATEMENTS_PER_CRUISE","INCIDENTS_PER_CRUISE","STATEMENTS_PER_ASSIGNMENT","INCIDENTS_PER_ASSIGNMENT"
"1",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"ALL OTHER STATEMENT TYPES","Failure to Notify",0.06,0.24,0,0.000116279069767442,0.000465116279069767,0.116279069767442,0.465116279069767,0.0104651162790698,0.0418604651162791,0.00272727272727273,0.0109090909090909,0.00230769230769231,0.00923076923076923,0.00230769230769231,0.00923076923076923
"2",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"ALL OTHER STATEMENT TYPES","Miscellaneous Violations",0.139784946236559,0.139784946236559,0,0.000270901058597983,0.000270901058597983,0.270901058597983,0.270901058597983,0.0243810952738185,0.0243810952738185,0.00635386119257087,0.00635386119257087,0.0053763440860215,0.0053763440860215,0.0053763440860215,0.0053763440860215
"3",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"ALL OTHER STATEMENT TYPES","Reasonable Assistance",0.445714285714286,5.11714285714286,0,0.000863787375415282,0.00991694352159469,0.863787375415282,9.91694352159469,0.0777408637873754,0.892524916943522,0.0202597402597403,0.232597402597403,0.0171428571428571,0.196813186813187,0.0171428571428571,0.196813186813187
"4",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"ALL OTHER STATEMENT TYPES","Record Keeping and Reporting",0.162162162162162,1.13513513513514,0,0.000314267756128221,0.00219987429289755,0.314267756128221,2.19987429289755,0.0282840980515399,0.197988686360779,0.00737100737100737,0.0515970515970516,0.00623700623700624,0.0436590436590437,0.00623700623700624,0.0436590436590437
"5",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"COAST GUARD","MARPOL/Oil Spill",1.13978494623656,1.13978494623656,0,0.00220888555472201,0.00220888555472201,2.20888555472201,2.20888555472201,0.198799699924981,0.198799699924981,0.0518084066471163,0.0518084066471163,0.04383788254756,0.04383788254756,0.04383788254756,0.04383788254756
"6",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"COAST GUARD","Safety-USCG-Fail to Conduct Drills",0.926666666666667,1.79333333333333,0,0.00179586563307494,0.00347545219638243,1.79586563307494,3.47545219638243,0.161627906976744,0.312790697674419,0.0421212121212121,0.0815151515151515,0.0356410256410256,0.068974358974359,0.0356410256410256,0.068974358974359
"7",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"COAST GUARD","Safety-USCG-Marine Casualty",1.42760752688172,1.82760752688172,0,0.00276668125364674,0.00354187505209636,2.76668125364674,3.54187505209636,0.249001312828207,0.318768754688672,0.0648912512218964,0.0830730694037146,0.0549079818031431,0.0702925971877585,0.0549079818031431,0.0702925971877585
"8",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"LIMITED ACCESS PROGRAMS","Catcher Processer Longline",1.6721181088923,30.4570950674176,0,0.00324053897072152,0.0590253780376311,3.24053897072152,59.0253780376311,0.291648507364936,5.3122840233868,0.0760053685860138,1.38441341215535,0.0643122349573963,1.17142673336222,0.0643122349573963,1.17142673336222
"9",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"OLE PRIORITY: SAFETY AND DUTIES","Interference/Sample Biasing",0.06,1.26,0,0.000116279069767442,0.00244186046511628,0.116279069767442,2.44186046511628,0.0104651162790698,0.219767441860465,0.00272727272727273,0.0572727272727273,0.00230769230769231,0.0484615384615385,0.00230769230769231,0.0484615384615385
"10",2020,"FULL","CP/MS","HAL","CDQ","BSAI",516,22,26,26,"PROTECTED RESOURCE & PROHIBITED SPECIES","Prohibited Species - Mishandling",0.330833333333333,1.26333333333333,0,0.000641149870801034,0.00244832041343669,0.641149870801034,2.44832041343669,0.057703488372093,0.220348837209302,0.0150378787878788,0.0574242424242424,0.012724358974359,0.0485897435897436,0.012724358974359,0.0485897435897436
"11",2020,"FULL","CP/MS","HAL","IFQ","BSAI",9,2,2,2,"COAST GUARD","Safety-USCG-Marine Casualty",0.104938271604938,0.104938271604938,1,0.0116598079561043,0.0116598079561043,11.6598079561043,11.6598079561043,1.04938271604938,1.04938271604938,0.0524691358024691,0.0524691358024691,0.0524691358024691,0.0524691358024691,0.0524691358024691,0.0524691358024691
"12",2020,"FULL","CP/MS","HAL","IFQ","BSAI",9,2,2,2,"LIMITED ACCESS PROGRAMS","IFQ Retention",0.0555555555555556,1.5,1,0.00617283950617284,0.166666666666667,6.17283950617284,166.666666666667,0.555555555555556,15,0.0277777777777778,0.75,0.0277777777777778,0.75,0.0277777777777778,0.75
"13",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"ALL OTHER STATEMENT TYPES","Reasonable Assistance",0.310344827586207,0.620689655172414,0,0.00348702053467648,0.00697404106935296,3.48702053467648,6.97404106935296,0.313831848120883,0.627663696241767,0.103448275862069,0.206896551724138,0.103448275862069,0.206896551724138,0.103448275862069,0.206896551724138
"14",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"ALL OTHER STATEMENT TYPES","Record Keeping and Reporting",0.310344827586207,0.620689655172414,0,0.00348702053467648,0.00697404106935296,3.48702053467648,6.97404106935296,0.313831848120883,0.627663696241767,0.103448275862069,0.206896551724138,0.103448275862069,0.206896551724138,0.103448275862069,0.206896551724138
"15",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"COAST GUARD","Safety-USCG-Fail to Conduct Drills",0.310344827586207,0.310344827586207,0,0.00348702053467648,0.00348702053467648,3.48702053467648,3.48702053467648,0.313831848120883,0.313831848120883,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069
"16",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"COAST GUARD","Safety-USCG-Marine Casualty",0.607407407407407,0.607407407407407,0,0.00682480233042031,0.00682480233042031,6.82480233042031,6.82480233042031,0.614232209737828,0.614232209737828,0.202469135802469,0.202469135802469,0.202469135802469,0.202469135802469,0.202469135802469,0.202469135802469
"17",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"LIMITED ACCESS PROGRAMS","IFQ Retention",0.422222222222222,11.4,0,0.00474406991260924,0.128089887640449,4.74406991260924,128.089887640449,0.426966292134831,11.5280898876404,0.140740740740741,3.8,0.140740740740741,3.8,0.140740740740741,3.8
"18",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,"OLE PRIORITY: SAFETY AND DUTIES","Safety-NMFS",0.310344827586207,0.310344827586207,0,0.00348702053467648,0.00348702053467648,3.48702053467648,3.48702053467648,0.313831848120883,0.313831848120883,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069,0.103448275862069
"19",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Contractor Problems",1,1,0,0.000279407655769768,0.000279407655769768,0.279407655769768,0.279407655769768,0.0251466890192791,0.0251466890192791,0.0185185185185185,0.0185185185185185,0.0140845070422535,0.0140845070422535,0.0136986301369863,0.0136986301369863
"20",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Failure to Notify",1.94,6.76,0,0.00054205085219335,0.00188879575300363,0.54205085219335,1.88879575300363,0.0487845766974015,0.169991617770327,0.0359259259259259,0.125185185185185,0.0273239436619718,0.0952112676056338,0.0265753424657534,0.0926027397260274
"21",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Inadequate Accomodations",2,15,0,0.000558815311539536,0.00419111483654652,0.558815311539536,4.19111483654652,0.0502933780385583,0.377200335289187,0.037037037037037,0.277777777777778,0.028169014084507,0.211267605633803,0.0273972602739726,0.205479452054795
"22",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Miscellaneous Violations",0.860215053763441,0.860215053763441,0,0.000240350671629908,0.000240350671629908,0.240350671629908,0.240350671629908,0.0216315604466917,0.0216315604466917,0.0159299084030267,0.0159299084030267,0.0121157049825837,0.0121157049825837,0.0117837678597732,0.0117837678597732
"23",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Reasonable Assistance",2.24394088669951,27.2621674876847,0,0.000626974262838644,0.00761725830893678,0.626974262838644,7.61725830893678,0.056427683655478,0.68555324780431,0.0415544608648057,0.504854953475643,0.0316048012211198,0.383974189967391,0.0307389162561576,0.373454349146366
"24",2020,"FULL","CP/MS","HAL","OA","BSAI",3579,54,71,73,"ALL OTHER STATEMENT TYPES","Record Keeping and Reporting",2.52749301025163,17.2441752096925,0,0.000706200896968883,0.00481815457102332,0.706200896968883,4.81815457102332,0.0635580807271994,0.433633911392099,0.0468054261157709,0.319336577957268,0.0355984931021356,0.242875707178767,0.0346231919212552,0.236221578214965
