"","CALENDAR_YEAR","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","TOTAL_DAYS","TOTAL_OBSERVERS","TOTAL_CRUISES","DISTINCT_OBSERVER_ASSIGNMENTS","OLE_CATEGORY","AFFIDAVIT_TYPE","TOTAL_STATEMENTS","TOTAL_INCIDENTS","CONFI_FLAG","AFFIS_PER_DAY","INCIDENTS_PER_DAY","STATEMENTS_PER_1000_DEPLOYED_DAYS","INCIDENTS_PER_1000_DEPLOYED_DAYS","STATEMENTS_PER_90_DEPLOYED_DAYS","INCIDENTS_PER_90_DEPLOYED_DAYS","STATEMENTS_PER_OBSERVER","INCIDENTS_PER_OBSERVER","STATEMENTS_PER_CRUISE","INCIDENTS_PER_CRUISE","STATEMENTS_PER_ASSIGNMENT","INCIDENTS_PER_ASSIGNMENT"
"1",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"ALL OTHER STATEMENT TYPES","Contractor Problems",0.738461538461539,0.738461538461539,0,0.00151634812825778,0.00151634812825778,1.51634812825778,1.51634812825778,0.1364713315432,0.1364713315432,0.0335664335664336,0.0335664335664336,0.0321070234113712,0.0321070234113712,0.0321070234113712,0.0321070234113712
"2",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"ALL OTHER STATEMENT TYPES","Reasonable Assistance",0.342515166420725,1.11444499098213,0,0.000703316563492248,0.00228838807183189,0.703316563492248,2.28838807183189,0.0632984907143023,0.20595492646487,0.015568871200942,0.0506565904991876,0.0148919637574228,0.0484541300427012,0.0148919637574228,0.0484541300427012
"3",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"ALL OTHER STATEMENT TYPES","Record Keeping and Reporting",0.149532710280374,0.299065420560748,0,0.000307048686407338,0.000614097372814677,0.307048686407338,0.614097372814677,0.0276343817766605,0.0552687635533209,0.00679694137638063,0.0135938827527613,0.00650142218610321,0.0130028443722064,0.00650142218610321,0.0130028443722064
"4",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"COAST GUARD","MARPOL/Oil Spill",0.201079102032951,0.304171885538106,0,0.000412893433332549,0.000624582927182969,0.412893433332549,0.624582927182969,0.0371604089999294,0.0562124634464672,0.00913995918331596,0.0138259947971866,0.00874256965360657,0.0132248645886133,0.00874256965360657,0.0132248645886133
"5",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"COAST GUARD","Safety-USCG-Fail to Conduct Drills",0.342515166420725,0.342515166420725,0,0.000703316563492248,0.000703316563492248,0.703316563492248,0.703316563492248,0.0632984907143023,0.0632984907143023,0.015568871200942,0.015568871200942,0.0148919637574228,0.0148919637574228,0.0148919637574228,0.0148919637574228
"6",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"COAST GUARD","Safety-USCG-Marine Casualty",0.968454018856855,0.968454018856855,0,0.00198861194837137,0.00198861194837137,1.98861194837137,1.98861194837137,0.178975075353423,0.178975075353423,0.0440206372207661,0.0440206372207661,0.0421066964720372,0.0421066964720372,0.0421066964720372,0.0421066964720372
"7",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"LIMITED ACCESS PROGRAMS","Catcher Processer Longline",0.149532710280374,0.299065420560748,0,0.000307048686407338,0.000614097372814677,0.307048686407338,0.614097372814677,0.0276343817766605,0.0552687635533209,0.00679694137638063,0.0135938827527613,0.00650142218610321,0.0130028443722064,0.00650142218610321,0.0130028443722064
"8",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"LIMITED ACCESS PROGRAMS","IFQ Retention",0.169334690478394,7.45479781623022,0,0.000347709836711281,0.0153075930518074,0.347709836711281,15.3075930518074,0.0312938853040153,1.37768337466267,0.00769703138538153,0.338854446192283,0.00736237784688668,0.324121644183923,0.00736237784688668,0.324121644183923
"9",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"OLE PRIORITY: INTER-PERSONAL","Disruptive/Bothersome Behavior - Conflict Resolved",1.14953271028037,1.29906542056075,0,0.00236043677675641,0.00266748546316375,2.36043677675641,2.66748546316375,0.212439309908077,0.240073691684738,0.0522514868309261,0.0590484282073067,0.0499796830556684,0.0564811052417716,0.0499796830556684,0.0564811052417716
"10",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"OLE PRIORITY: INTER-PERSONAL","Intimidation, coercion, hostile work environment",0.147727272727273,0.147727272727273,0,0.000303341422437932,0.000303341422437932,0.303341422437932,0.303341422437932,0.0273007280194139,0.0273007280194139,0.00671487603305785,0.00671487603305785,0.00642292490118577,0.00642292490118577,0.00642292490118577,0.00642292490118577
"11",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"OLE PRIORITY: SAFETY AND DUTIES","Interference/Sample Biasing",0.149532710280374,0.149532710280374,0,0.000307048686407338,0.000307048686407338,0.307048686407338,0.307048686407338,0.0276343817766605,0.0276343817766605,0.00679694137638063,0.00679694137638063,0.00650142218610321,0.00650142218610321,0.00650142218610321,0.00650142218610321
"12",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"OLE PRIORITY: SAFETY AND DUTIES","Safety-NMFS",1,2,0,0.00205338809034908,0.00410677618069815,2.05338809034908,4.10677618069815,0.184804928131417,0.369609856262834,0.0454545454545455,0.0909090909090909,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0869565217391304
"13",2021,"FULL","CP/MS","HAL","CDQ","BSAI",487,22,23,23,"PROTECTED RESOURCE & PROHIBITED SPECIES","Prohibited Species - Mishandling",0.0515463917525773,2.57731958762887,0,0.00010584474692521,0.0052922373462605,0.10584474692521,5.2922373462605,0.00952602722326891,0.476301361163445,0.00234301780693533,0.117150890346767,0.00224114746750336,0.112057373375168,0.00224114746750336,0.112057373375168
"14",2021,"FULL","CP/MS","HAL","IFQ","BSAI",37,3,3,3,"ALL OTHER STATEMENT TYPES","Failure to Notify",0.11864406779661,0.593220338983051,0,0.00320659642693541,0.016032982134677,3.20659642693541,16.032982134677,0.288593678424187,1.44296839212093,0.0395480225988701,0.19774011299435,0.0395480225988701,0.19774011299435,0.0395480225988701,0.19774011299435
"15",2021,"FULL","CP/MS","HAL","IFQ","BSAI",37,3,3,3,"ALL OTHER STATEMENT TYPES","Record Keeping and Reporting",0.253968253968254,3.80952380952381,0,0.00686400686400686,0.102960102960103,6.86400686400686,102.960102960103,0.617760617760618,9.26640926640927,0.0846560846560847,1.26984126984127,0.0846560846560847,1.26984126984127,0.0846560846560847,1.26984126984127
"16",2021,"FULL","CP/MS","HAL","IFQ","BSAI",37,3,3,3,"ALL OTHER STATEMENT TYPES","Restricted Access",0.253968253968254,2.53968253968254,0,0.00686400686400686,0.0686400686400686,6.86400686400686,68.6400686400686,0.617760617760618,6.17760617760618,0.0846560846560847,0.846560846560847,0.0846560846560847,0.846560846560847,0.0846560846560847,0.846560846560847
